product_id|key|value
1305|Possibility of joining solar|TRUE
1305|ClickFix Plus|fast easy and simple installation
1305|Security|Protection IP25 fuse 32 A -The trophy
1306|TR8500 15/18 Desob is a premium electronic running water heater  Ann. Class and 15/8kW|TRUE
1306|Working pressure|0.25 bar
1306|Power regulator|15 kW/18 kW
1306|Attractive design|TRUE
1306|Annual consumption of energy|478 kWh
1306|Noise|15 dB
1306|Capacity of hot water per minute|9.9l/5.4 l/min.(380c/600c)
1306|A precise selection of temperatures of 30 ° C to 60 ° C on the LCD color screen|TRUE
1306|Premium programs/features|TRUE
1306|View the set temperature|TRUE
1306|View the flow of current|TRUE
1306|View for engaged power|TRUE
1306|Date and time|TRUE
1306|Buttons for rapid change in temperature|TRUE
1306|A multi -color screen|TRUE
1306|Possibility of entering the price of electricity and monitoring its consumption|TRUE
1306|Energy saving up to 30% compared to hydraulic proto|TRUE
1306|Possibility of joining solar|TRUE
1306|Users of solar systems are thus independent of the sun  wind and time|TRUE
1306|ClickFix Plus: fast  easy and simple installation|TRUE
1306|Security|TRUE
1306|Aquastop: Lifetime Guarantee for Flood Protection|TRUE
1306|Protection IP25  fuse 32 A  -The trophy|TRUE
1306|Proof of security is guaranteed by an independent VDE-Prüfinstitut (Institute)|TRUE
1306|Note|TRUE
1306|Heating of Solar up to 55 ° C|TRUE
1307|TR7001 21/24/27KW Electronic running water heater|TRUE
1307|Energy class|A
1307|Working pressure|0.25 bar
1307|Power regulator|21 kW/24 kW/27 kW
1307|Saving El. Energy  with simply adjusting the slide of control electronics|TRUE
1307|LED display with 4 memory or selection of the desired temperature with one degree precision|TRUE
1307|Annual consumption of energy|478 kWh
1307|Noise|15 dB
1307|Capacity of hot water per minute|14.6l/13.2l/7.2 l/min.(38°C/60°C)
1307|Energy saving up to 30% compared to hydraulic proto|TRUE
1307|Possibility of joining solar|TRUE
1307|ClickFix Plus: fast  easy and simple installation|TRUE
1307|Security|Protection IP25 fuse 32 A -The trophy
1308|Dishwasher|TRUE
1308|Ecosilence Drive Inverter Motor|TRUE
1308|Aquastop|TRUE
1308|Extradry|TRUE
1308|Indicator|TRUE
1308|Aquasensor|TRUE
1308|Home Connect|TRUE
1308|Energy class|A ++
1308|Capacity|13 sets
1308|Programs|Auto 45-65°C IntenSive Normal Quick L Silence
1308|Delayed start|TRUE
1308|Water consumption per cycle|9.5l
1308|Energy consumption per cycle|0.92 kWh
1308|Noise level|46DB
1308|Dimensions|84.5x60x60cm
1309|TR5000 15/18/21 Electronic running water heater|TRUE
1309|Energy class|A
1309|Power|15/18/21kw
1309|Working pressure|0.4 bar
1309|Capacity of hot water per minute|8.1 / 9.8 / 11.6l / min.
1309|Maximum water temperature|60°C.
1309|Power regulator|15 kW/21 kW
1309|Heating capacity of 12 to 38 ° C|7.6 l/min
1309|Minimum water flow|2.5 l/min
1309|Method of management|sensor
1309|Wi-Fi connection|TRUE
1309|Protection IP25|TRUE
1309|Plug type|troubled
1310|Wipes for cleaning screens|TRUE
1310|100 pieces|TRUE
1310|Antistatic effect|TRUE
1311|Photo printer|TRUE
1311|Print Resolution|4800 x 1200 dpi
1311|Print  Copy  Scan  Cloud Link|TRUE
1311|Air Print Canon Print Inkjet/Selphy App|TRUE
1311|Auto 2-Sieded print|TRUE
1311|Pixma Cloud Link|TRUE
1311|Pixma XL Inks|TRUE
1311|Wi-fi|IEEE802.11 b/g/n
1311|Hi-Speed ​​USB|TRUE
1312|Printer|TRUE
1312|Print  copy  scan|TRUE
1312|Print Resolution|4800x600 dpi
1312|Resolution scan|600x1200 dpi
1312|Print speed|TRUE
1312|sfcot|Approx.31 seconds
1312|sesat|Approx.1.6 IPM¹
1312|Easy-webprint ex|TRUE
1312|Canon print inkjet|TRUE
1312|My Image Garden|TRUE
1312|Hi-Speed ​​USB|TRUE
1313|Compatible for|Canon Pixma G540 Canon Pixma G640
1313|Capacity|145 ml
1314|Multifunction color inkjet printer|TRUE
1314|Print  copy  scan|TRUE
1314|Built -in ink tanks|TRUE
1314|Hybrid ink system|TRUE
1314|Automatic turning on|TRUE
1314|"LCD Screen 1.2 """|TRUE
1314|Resolution print: (4800 x 1200 dpi)|TRUE
1314|Print speed: approx.8.8 pictures/min|TRUE
1314|Resolution Scan: (600 x 1200 dpi)|TRUE
1314|Cartridge - GI -490|TRUE
1314|A4 Print Black: 6000 pages|TRUE
1314|A4 Printing Color: 7000 pages|TRUE
1315|Printer Color Inkjet|TRUE
1315|Resolution print: (4800 x 1200 dpi)|TRUE
1315|Print speed|TRUE
1315|Mono print 11 ipm|TRUE
1315|Color Print 6 IPM|TRUE
1315|Hi-Speed ​​USB|TRUE
1315|Cartridge - GI -41|TRUE
1315|A4 Print Black: 6000 pages|TRUE
1315|A4 Printing Color: 7700 pages|TRUE
1316|Compatible for|Canon Pixma G540 Canon Pixma G640
1316|Capacity|145 ml
1317|Inkjet multifunction color|TRUE
1317|Wi-fi|TRUE
1317|Print|TRUE
1317|Copy|TRUE
1317|Scan|TRUE
1317|Cloud link|TRUE
1317|Resolution print|(4800 x 1200 dpi)
1317|Printing Speed ​​Copy|FALSE
1317|sfcot|Approx.24 sec
1317|sesat|Approx.3.5 IPM
1317|Resolution Scan|(600 x 1200 dpi)
1317|Hi-Speed ​​USB|TRUE
1317|Wi-Fi IEEE802.11 b/g/n|TRUE
1317|Pixma Cloud Link (From Smartphone or Tablet)|TRUE
1317|A4 printing black|6000 pages
1317|A4 color printing|7000 pages
1318|Compatible for|Canon Pixma G540 Canon Pixma G640
1318|Capacity|145 ml
1319|Inkjet multifunction color|TRUE
1319|Print  copy  scan|TRUE
1319|Resolution print: (4800 x 1200 dpi)|TRUE
1319|Printing speed Copy:|TRUE
1319|SFCOT: Approx.23sec.|TRUE
1319|SESAT: Approx.3.2sec.|TRUE
1319|Resolution Scan: (600 x 1200 dpi)|TRUE
1319|Hi-Speed ​​USB|TRUE
1319|Cartridge - GI -41|TRUE
1319|A4 Print Black: 6000 pages|TRUE
1319|A4 Printing Color: 7700 pages|TRUE
1320|Inkjet printing technology|TRUE
1320|Maximum print size A4|TRUE
1320|Connecting|Ethernet and Wi-Fi
1320|Opportunity to connect to a smartphone|TRUE
1320|Automatic 2 -side printing (A4  A5  B5  letters - ordinary paper)|TRUE
1320|Print Resolution is 600 x 1200 dpi|TRUE
1320|Standard capacity 250 sheets|TRUE
1320|Print speed up to 13 black and white pictures/min.|TRUE
1320|The packaging includes 3 bottles of black ink (up to 18000 p.)|TRUE
1320|Standard ink cartridges|Gi-40
1320|Weight on paper|64 - 105 g/m²
1321|Compatible for|Canon Pixma G540 Canon Pixma G640
1321|Capacity|145 ml
1322|Compatible for|TRUE
1322|Pixma G1420|TRUE
1322|Pixma G3420|TRUE
1322|Pixma G3460|TRUE
1322|Pixma G2420|TRUE
1322|Pixma G2460|TRUE
1322|Capacity|7700 p
1323|Compatible for|Canon Pixma G540 Canon Pixma G640
1323|Capacity|145 ml
1324|Compatible for|TRUE
1324|Pixma G1420|TRUE
1324|Pixma G3420|TRUE
1324|Pixma G3460|TRUE
1324|Pixma G2420|TRUE
1324|Pixma G2460|TRUE
1324|Capacity|7700 p
1325|Compatible for|TRUE
1325|Pixma G1420|TRUE
1325|Pixma G3420|TRUE
1325|Pixma G3460|TRUE
1325|Pixma G2420|TRUE
1325|Pixma G2460|TRUE
1325|Capacity|7700 p
1326|Dishwasher|TRUE
1326|Energy class|D
1326|Capacity|13 sets
1326|IoT application|Wifi
1326|5 programs|TRUE
1326|Automatic opening of the door|TRUE
1326|A system with a triple filter|TRUE
1326|An indicator to complete the program|TRUE
1326|A light indicator of salt deficiency|TRUE
1326|Antibacterial filter|TRUE
1326|Aquastop|TRUE
1326|Delayed start|TRUE
1326|Water consumption per cycle|10.4l
1326|Energy consumption after 100 cycles|83kwh
1326|Noise level|47DB
1326|Dimensions|84.5x60x60cm
1327|Dishwasher|TRUE
1327|Energy class|D
1327|Capacity|13 sets
1327|Wi-Fi connection|TRUE
1327|Bluetooth|TRUE
1327|LED display|TRUE
1327|5 programs|TRUE
1327|An indicator for completing the program|TRUE
1327|Delayed start|3-6-9h
1327|Water consumption per cycle|10.4l
1327|Energy consumption after 100 cycles|83kwh
1327|Noise level|47DB
1327|Dimensions|85x60x60cm
1328|Compatible for|Pixma G1420 Pixma G3420 Pixma G3460 Pixma G2420 Pixma G2460
1328|Capacity|7700 p
1329|Cartridge|TRUE
1329|Compatible with|TRUE
1329|MG2150|TRUE
1329|MG2250|TRUE
1329|MG3150|TRUE
1329|MG3250|TRUE
1329|MG4150|TRUE
1329|MG4250|TRUE
1329|MX375|TRUE
1329|MX395|TRUE
1329|MX435|TRUE
1329|MX455|TRUE
1329|MX515|TRUE
1329|MX55|TRUE
1330|Compatible for|Canon Pixma G540 Canon Pixma G640
1330|Capacity|145 ml
1331|Microwave oven|TRUE
1331|Capacity|20l
1331|Power|700W
1331|Hon application|TRUE
1331|Mechanical controls|TRUE
1331|Defrost function|TRUE
1331|6 levels of power|TRUE
1332|Mouse|TRUE
1332|Wireless 2.4 GHz USB|TRUE
1332|Resolution|1200dpi
1332|2 AAA battery|TRUE
1333|Wireless joystick|TRUE
1333|Compatible with PS4|TRUE
1333|Range|10m
1333|Battery|up to 10 hours
1333|20 buttons|TRUE
1334|17 buttons|TRUE
1334|Custom RGB lighting in color|TRUE
1334|Technology with a double layer|TRUE
1334|High accuracy sensor Pixart 3325|TRUE
1334|Switching to DPI from 1200 to 10000|TRUE
1335|Mousepad|TRUE
1335|Dimensions|500x420mm
1335|Surface optimized for precise and fast movements|TRUE
1335|Optimized for all mouse sensors|TRUE
1336|Mause|TRUE
1336|9 Button|TRUE
1336|Cool Design with LED Backlight|TRUE
1336|DPI|1000/2400/3200/6400
1336|Cable|1.6m
1337|Mousepad|TRUE
1337|Dimensions|350x250mm
1337|Compatible for all mouse|TRUE
1338|Mouse|TRUE
1338|Resolution|1000dpi
1338|Sensor|Optical
1338|3 buttons|TRUE
1338|Cable length|1.5m
1338|Dimensions|115 x 65 x 40 mm
1339|Mouse|TRUE
1339|Resolution|1000dpi
1339|Cable length|1.5m
1339|Dimensions|109 x 62 x 35 mm
1339|Ergonomic design|TRUE
1340|104 Mechanical buttons|TRUE
1340|Mechanical switches of Red Outemu|TRUE
1340|60 million presses per button|TRUE
1340|Nkro anti-peasers|TRUE
1341|Mouse|TRUE
1341|USB connection|TRUE
1341|1000dpi|TRUE
1341|Optical|TRUE
1341|Number of buttons|3
1341|Cable length|150cm
1342|Mishka|TRUE
1342|DPI up to 4800|TRUE
1342|USB|TRUE
1343|Sensor|Pixart 3519
1343|DPI|800/1200/2400/3200/4200
1343|Frequency|125/250/500/1000 Hz
1343|Scan frequency|3000FPS
1344|Mousepad Canyon CNE-CMP2|TRUE
1345|Wireless USB|TRUE
1345|2.4 GHz|TRUE
1345|800-1600 dpi|TRUE
1345|4 Buttons|TRUE
1346|Mishka|TRUE
1346|DPI|800-1600
1347|Wireless USB|TRUE
1347|2.4 GHz|TRUE
1347|800-1600 dpi|TRUE
1347|6 Buttons|TRUE
1348|Wireless USB|TRUE
1348|2.4 GHz|TRUE
1348|1000-1600 dpi|TRUE
1348|6 Buttons|TRUE
1349|Wireless USB|TRUE
1349|2.4 GHz|TRUE
1349|800-1600 dpi|TRUE
1349|4 Buttons|TRUE
1350|Mechanical keyboard|TRUE
1350|104 Mechanical buttons|TRUE
1350|Blue mechanical switches|TRUE
1350|Activation of the key 4.0mm|TRUE
1350|50 million pressing a button|TRUE
1350|Anti-ghosting functions|TRUE
1350|"Locking the ""Windows/Start"" button"|TRUE
1350|20 Types of backlight|TRUE
1351|Mouse|TRUE
1351|Mark|Canyon
1351|800/1600/2400/3200|TRUE
1352|Keyboard Canyon CNE-Dick01-US|TRUE
1352|Wired keyboard|TRUE
1352|Resistant to spill|TRUE
1352|Classic button layout|TRUE
1353|BT speaker|TRUE
1353|Reach|10m.
1353|Bluetooth v5.0|TRUE
1353|Card Reader (TF)|TRUE
1353|Battery|4h
1353|Battery capacity|1200mAh
1353|Charging time|3 hours
1354|Mechanical keyboard|TRUE
1354|104 Mechanical buttons|TRUE
1354|Blue mechanical switches|TRUE
1354|Activation of the 2.4mm key with a pressure of 60 +/- 10g|TRUE
1354|60 million pressing button|TRUE
1354|Function nkro against stuck|TRUE
1354|"Locking the ""Windows/Start"" button"|TRUE
1354|20 Types of backlight|TRUE
1355|BT speaker|TRUE
1355|Reach|10m.
1355|Bluetooth v5.0|TRUE
1355|Card Reader (TF)|TRUE
1355|Battery|4h
1355|Battery capacity|1200mAh
1355|Charging time|3 hours
1356|Bt headphones|TRUE
1356|Frequency|20Hz-20KHz
1356|Bluetooth v5.1|TRUE
1356|Reach|10m
1356|Microphone|TRUE
1356|Sensitivity|112 ± 3DB
1356|Battery|15h
1356|Battery capacity|300 mAh
1357|Printer|Multifunctional printer
1357|LCD screen|3.8 cm
1357|Print resolution|4800 x 1200 dpi
1357|Printing technology|2 Fine cartridges (black and color)
1357|The speed of black and white printing|Approx.7.7 pictures/min
1357|The speed of color printing|Approx.4.0 pictures/min
1357|Quick printing of photos|No edges 10x15cm: approx.65 seconds
1357|Printing on both sides|Manual use
1357|Standard ink cartridges|PG-545 (black) CL-546 (colors)
1357|Optional XL Cartridz for ink|PG-545XL (black) CL-546XL (colors)
1357|Consumption of cartridges (plain paper)|FALSE
1357|Printing A4-Docms in Color|FALSE
1357|Black|180 pages
1357|Black XL|400 pages
1357|Colors|RGB each after 16 bits/8 bits
1357|Colors xl|300 pages
1357|Type of scanner|Cis scanner with a flat -bearing photo and documents
1357|Scanner resolution (optical)|600 x 1200 dpi
1357|Scan depth (input / output)|FALSE
1357|Tones of gray|16 bits / 8 bits
1357|Copy speed|FALSE
1357|sfcot|Approx.27 sec.
1357|sesat|Approx.3 pictures/min.
1357|Multiple copy|20 copies (max.)
1357|Hi-Speed ​​USB (plugin B)|FALSE
1357|Wi-fi|IEEE802.11 b/g/n
1357|Wi-Fi security|WPA-PSK WPA2-PSK WEP Administrator Password
1357|Frequency range of wireless LAN|2.4GHz
1357|App Print Inkjet/Selphy from Canon|FALSE
1357|Easy-photoprint editor|FALSE
1357|Application Message in print|FALSE
1357|Pixma Cloud Link|FALSE
1357|Additional component for Canon Print Service (Android)|FALSE
1357|Apple Airprint|FALSE
1357|Access point|FALSE
1357|WLAN Pictbridge|FALSE
1357|Mopria (Android)|FALSE
1358|BT speaker|TRUE
1358|Reach|10m.
1358|Bluetooth v5.0|TRUE
1358|Card Reader (TF)|TRUE
1358|Battery|4h
1358|Battery capacity|1200mAh
1358|Charging time|3 hours
1359|Monitor|TRUE
1359|Screen|27” (68.5cm) QHD 60 Hz IPS
1359|Resolution|2560 x 1440
1359|Contrast ratio static|1000: 1
1359|Brightness|350cd/m2
1359|Reaction time|8ms
1359|Supported colors|16.7m
1359|Angle of visibility|178°/178°
1359|Vga|TRUE
1359|HDMI|TRUE
1359|Displayport|TRUE
1359|USB-C|TRUE
1359|USB (USB 3.2 Gen1)|TRUE
1359|RJ45|TRUE
1360|Wipes for cleaning screens|TRUE
1361|Compact printer|TRUE
1361|Screen|8.9cm (3.5”) LCD
1361|Max.Resolution|300x300dpi
1361|USB-C connection|TRUE
1361|Wi-Fi connection|TRUE
1361|Image sizes|22 x 17.3 to 100 x 148mm
1361|Compatibility|Windows Mac OS iOS and Android
1361|Memory card slot|Sd sdhc sdxc
1362|Monitor|TRUE
1362|Screen|25” (63.5cm) FHD IPS
1362|Resolution|1920 x 1080
1362|Refresh rate|360Hz
1362|Aspect Ratio|16: 9
1362|Contrast ratio|1 000: 1
1362|HDR|TRUE
1362|Brightness|400cd/m2
1362|Reaction time|1ms
1362|Supported colors|16.7 Million Colors
1362|Angle of visibility|178°/178°
1362|Freesync premium|TRUE
1362|G-Sync|TRUE
1362|Gates|2 x HDMI DISPLAYPORT 1.4 USB 3.2 Gen 1 Downstream with Battery Charging 1.2 3 x USB 3.2 Gen 1 Downstream USB 3.2 Gen 1 Upstream Headphones Audio Line-Out
1363|Laptop|TRUE
1363|Display|15.6” (39.6cm)
1363|Resolution|(1920 x 1080) FHD 120Hz 250 Nits WVA Anti-Glare Led Backlit Narrow Border Display
1363|Processor|13th Gen Intel® Core™ i5-13450hx (20 MB Cache 10 Cores 16 Threads Up to 4.60 GHz Turbo)
1363|Graphics|Nvidia® GeForce RTX™ 3050 6 GB GDDR6
1363|RAM|16 GB: 2 x 8 GB DDR5 4800 MT/s
1363|Disk (storage)|512 GB M.2 PCIE NVME SSD
1363|Wi-fi|6 Ax201 2x2 802.11Ax Bluetooth® 5.2
1363|Camera|Integrated Widescreen HD (720p) Webcam with Single Array Digital Microphone
1363|Gates|1 x Headset (Headphone and Microphone Combo) Port 1 x RJ45 Ethernet Port 3 x USB 3.2 Gen 1 Ports 1 x HDMI 2.1 Port 1 x USB-C 3.2 Gen 2 Port With Displayport™
1363|Battery|3 Cell 56 wh integrated
1363|Charger|240W AC Adapter
1363|Backlog of the keyboard|TRUE
1363|Black|Carbon Blackdark Shadow Gray with Black Thermal Shelf
1364|Monitor|TRUE
1364|Screen|24.5” (62.2cm) FHD 500Hz
1364|Resolution|1920x1080
1364|Fast IPS|TRUE
1364|Adaptive-Sync Technology|NVIDIA® G-SYNC®
1364|Contrast ratio static|1 000: 1
1364|Flat Screen|TRUE
1364|Aspect Ratio|16: 9
1364|Brightness|400cd/m2
1364|Reaction time|1ms
1364|Supported colors|16.7m
1364|Angle of visibility|178°/178°
1364|Plugins|2 x HDMI (HDCP 2.3) DisplayPort 1.4 (HDCP 2.3) USB 3.2 Gen 1 Upstream 2 x USB 3.2 Gen 1 Downstream 2 x USB 3.2 Gen 1 Downstream With Battery Charging 1.2 Headphones Audio Line-Line-Ex
1364|Tilt angle|-5°/+21°
1364|Swivel Angle|-20°/+20°
1364|Rotation angle|-90°/+90°
1364|Vesa Mounting Interface|10x10cm
1364|Height adjustment|10.92cm
1365|Monitor|TRUE
1365|Screen|25” (63.5cm) FHD 280Hz
1365|Resolution|1920 x 1080
1365|Contrast Ratio (Dynamic)|1 000: 1
1365|Flat Screen|TRUE
1365|Fast IPS|TRUE
1365|Aspect Ratio|16: 9
1365|Brightness|400cd/m2
1365|Reaction time|1ms
1365|Supported colors|16.8 Million Colors
1365|Vesa Adaptive-Sync|TRUE
1365|Nvidia G-Sync Compatible|TRUE
1365|AMD freesync premium|TRUE
1365|Angle of visibility|178°/178°
1365|Plugins|HDMI (HDCP 1.4) 2 X DisplayPort 1.4 (HDCP 1.4) USB 3.2 Gen 1 Upstream USB 3.2 Gen 1 Downstream With Battery Charging 1.2 USB 3.2 Gen 1 Downstream
1365|Ergonomic info|TRUE
1365|Rotation angle|-90°/+90°
1365|Tilt angle|-5°/+21°
1365|Height adjustment|5.1 In
1365|Swivel Angle|-45°/+45°
1365|Vesa Mounting Interface|100mm
1366|Monitor|TRUE
1366|Screen|27” (68.5cm) FHD IPS
1366|Resolution|1920 x 1080
1366|Refresh rate|240Hz
1366|Aspect Ratio|16: 9
1366|Contrast ratio|1 000: 1
1366|Brightness|400cd/m2
1366|Reaction time|1ms
1366|Supported colors|16.7 Million Colors
1366|Angle of visibility|178°/178°
1366|Freesync premium|TRUE
1366|G-Sync|TRUE
1366|Gates|2 x HDMI DisplayPort 1.4 headphones (mini-jack) USB 3.2 Gen 1 Upstream (Type B) 3 x USB 3.2 Gen 1 Downstream (Type A) USB 3.2 Gen 1 Downstream With Battery Charging 1.2 (Type A)
1367|Laptop|TRUE
1367|Display|15.6” (39.62cm)
1367|Resolution|(1920x1080) FHD 120Hz
1367|Processor|13th Gen Intel® Core™ i5-13450hx (20 MB Cache 10 Cores 16 Threads Up to 4.60 GHz Turbo)
1367|Graphics|Nvidia® GeForce RTX™ 3050 6 GB GDDR6
1367|RAM|8 GB: 1 x 8 GB DDR5 4800 MT/s
1367|Disk (storage)|512 GB M.2 PCIE NVME SSD
1367|Operating system|Windows 11 Pro
1367|Intel® Wi-Fi 6 Ax201  2x2  802.11AX  Bluetooth® Wireless Card|TRUE
1367|Camera|Integrated Widescreen HD (720p) Webcam with Single Array Digital Microphone
1367|Gates|1 HeadSet (Headphone and Microphone Combo) Port 1 RJ45 Ethernet Port 3 USB 3.2 Gen 1 Ports 1 HDMI 2.1 Port 1 USB-C 3.2 Gen 2 Port With DisplayPort™
1367|Battery|3-Cell Battery 56Whr (Integrated)
1367|Backlit keyboard backlight (backlit keyboard)|TRUE
1367|240W AC Adapter|TRUE
1367|Weight|2.81kg
1368|Laptop|TRUE
1368|Display|15.6” (39.6cm)
1368|Resolution|(1920 x 1080) FHD 120Hz WVA Anti-Glare 250 Nit Narrow Border LED-Backlit
1368|Processor|13th Gen Intel® Core™ i7-13650HX (24MB Cache 14 Cores)
1368|Graphics|NVIDIA GEFORCE RTX 4060 8GB GDDR6
1368|RAM|16 GB 4800 MHz (1 x 8 GB)
1368|Disk (storage)|1TB SSD
1368|Wi-Fi 5 (Wi-Fi 802.11ac)+ Bluetooth 5.0|TRUE
1368|Camera|720p at 30 FPS HD Camera Single Integrated Microphone
1368|Gates|USB 3.2 Gen 1 Type-A USB 3.2 Gen 1 Type-A USB-C 3.2 Gen 2 With Display Port Alt-Mode 1 HeadSet (Headphone and Microphone Combo) Port 1 RJ45 Ethernet Port (FLIP-Down)
1368|Battery|4 Cell 54 wh integrated
1368|Backlit keyboard backlight (backlit keyboard)|TRUE
1368|Carbon Black|TRUE
1369|Universal Remote Control for LG TVs with original remote control functions|TRUE
1370|Universal distance for climate|TRUE
1370|Operation mode|TRUE
1370|Set the temperature|TRUE
1370|Fan strength|TRUE
1370|Direction of air flow|TRUE
1370|Setting a timer|TRUE
1371|Car charger|TRUE
1371|LED light|TRUE
1371|Type-A USB|TRUE
1371|USB Power Output|DC 3 A/3.6 - 6.5 V 2 A/6.5 - 9V 9 - 1.5 A/12
1372|A wireless mouse|TRUE
1372|2.4GHz|TRUE
1372|Optical sensor|TRUE
1372|Resolution|800/1200/1600 DPI
1372|USB|TRUE
1372|Buttons|4
1372|Silent Buttons|TRUE
1372|Battery capacity|300mAh
1372|Battery type|Lithium polymer
1373|Gaming chair|TRUE
1373|Made of dense original memory foam|TRUE
1373|High quality eco-leather|TRUE
1373|Head pillow|TRUE
1373|Lumbar support pillow|TRUE
1373|3D-adjustable armrests|TRUE
1373|Backrest: 90 ° -165 °|TRUE
1373|Maximum load weight on the chair|150 kg
1374|A wireless mouse|TRUE
1374|2.4GHz|TRUE
1374|Resolution|800/1200/1600 DPI
1374|USB|TRUE
1374|Buttons|6
1374|Compatibility|Windows/Mac OS
1375|A wireless mouse|TRUE
1375|2.4GHz|TRUE
1375|Resolution|800/1200/1600 DPI
1375|USB|TRUE
1375|Buttons|4
1376|Wireless Connection 2.4GHz|TRUE
1376|Buttons|15
1376|Compatible|Windows XP Win10 PS3 Android
1376|Battery|2 PCS AA Type
1377|LAN|1 x 100base-TX
1377|Wireless|Wi-Fi 802.11 b /?g /?n
1377|Transfer rate|300Mbps (2.4 GHz)
1377|Security|64 /?128 Bit Wep WPA WPA2 WPS
1377|Antennas|2 x exp.
1377|POWER CONSUMPTION|UnSpecified (Operation)
1378|Interface|8 Ports /10 /100Mbps
1378|An external power adapter|3.9 w
1378|Mac Address|2k
1378|Switching Capacity|1.6 Gbps
1379|A wireless mouse|TRUE
1379|2.4GHz|TRUE
1379|Optical sensor|TRUE
1379|Resolution|1000 dpi
1379|USB|TRUE
1379|Buttons|4
1379|Compatibility|Windows 10 8.1 7 Vista XP
1380|A wireless mouse|TRUE
1380|2.4GHz|TRUE
1380|Optical sensor|TRUE
1380|Resolution|800/1200/1600 DPI
1380|USB|TRUE
1380|Buttons|4
1380|Compatibility|Windows 10 8.1 7 Vista XP
1381|Mouse|TRUE
1381|Optical sensor|TRUE
1381|Resolution|1600 DPI
1381|1 AA battery|TRUE
1381|Wireless 2.4 GHz USB|TRUE
1382|Mouse|TRUE
1382|Optical sensor|Pixart 3065
1382|Wireless 2.4 GHz USB|TRUE
1382|Resolution|1200dpi
1382|2 AAA battery|TRUE
1383|Mouse|TRUE
1383|Wireless 2.4 GHz USB|TRUE
1383|Resolution|1200dpi
1383|2 AAA battery|TRUE
1384|Mousepad|TRUE
1384|Canyon|TRUE
1384|Wireless Charging|TRUE
1384|800x300x8mm|TRUE
1385|Mouse|TRUE
1385|Optical sensor|TRUE
1385|Resolution|1600 DPI
1385|1 AA battery|TRUE
1385|Wireless 2.4 GHz USB|TRUE
1386|Mause|TRUE
1386|1200dpi|TRUE
1386|2.4GHz wireless|TRUE
1387|Mouse|TRUE
1387|Optical sensor|TRUE
1387|Resolution|1200 DPI
1387|2 AAA battery|TRUE
1387|Wireless 2.4 GHz USB|TRUE
1388|USB|TRUE
1388|2.4 GHz|TRUE
1388|Bluetooth|TRUE
1388|800/1000/1200/1500 DPI|TRUE
1389|Laptop|TRUE
1389|Display|15.6” (39.6cm)
1389|Resolution|(1920 x 1080) FHD 120Hz 250nits IPS
1389|Processor|12th Generation Intel® Core™ i3-1215u (10 MB Cache 6 Core 8 Threads 1.20 GHz to 4.40 GHz 15 W)
1389|Graphics|Intel® UHD Graphics
1389|RAM|8GB DDR4 2666MHz
1389|Disk (storage)|512GB M.2 PCIE NVME SSD
1389|Wi-Fi (Wi-Fi 802.11ac)+ Bluetooth|TRUE
1389|Camera|720p at 30 FPS HD Camera Single Integrated Microphone
1389|Operating system|Ubuntu 20.04
1389|Gates|2 USB 3.2 Gen 1 Port 1 USB 2.0 Port 1 Headset (Headphone and Microphone Combo) Port 1 HDMI 1.4 Port HDMI 1.4 (Maximum Resolution Supported Over HDMI IS 1920x1080 @60hz etPort (Flip-Down)
1389|Battery|4-Cell Battery 54whr
1390|Laptop|TRUE
1390|Display|15.6” (39.6cm)
1390|Resolution|(1920x1080) FHD 120Hz 250 Nits WVA Anti-Glare Led Backlit Narrow Border Display
1390|Processor|12th Gen Intel® Core™ i3-1215U (10MB CACHE Up to 4.4 GHz 6 Cores)
1390|Graphics|Intel® UHD Graphics
1390|RAM|8 GB 1 x 8 GB DDR4 3200MHz
1390|Disk (storage)|256 GB M.2 PCIE NVME SSD
1390|Wi-Fi 5 (Wi-Fi 802.11ac)+ Bluetooth 5.1|TRUE
1390|Camera|720p at 30 FPS HD Camera Single Integrated Microphone
1390|Operating system|Ubuntu 20.04
1390|Backlit Keyboard + Fingerprint|TRUE
1390|Gates|2 x USB 3.2 Gen 1 Port 1 x USB 2.0 Port 1 x Audio Jack 1 x HDMI 1.4 Port 1 x Flip-Down RJ-45 Port 1 x SD 3.0 Card Slot SLOT
1390|Battery|3Cell 41Whr
1390|Charger|65 watt ac Adapter
1391|Monitor|TRUE
1391|Screen|27” (68.5cm) FHD 75 Hz
1391|Resolution|1920x1080
1391|Contrast ratio static|3 000: 1
1391|Brightness|250cd/m2
1391|Reaction time|12ms
1391|Supported colors|16.7m
1391|AMD freesync|TRUE
1391|Angle of visibility|160°/170°
1391|HDMI|TRUE
1391|Vga|TRUE
1392|Monitor|TRUE
1392|Screen|24” (60.9cm) FHD 75 Hz
1392|Resolution|1920x1080
1392|Contrast ratio static|3 000: 1
1392|Brightness|250cd/m2
1392|Reaction time|12ms
1392|Supported colors|16.7m
1392|AMD freesync|TRUE
1392|Angle of visibility|160°/170°
1392|HDMI|TRUE
1392|Vga|TRUE
1393|Personal computer|TRUE
1393|Processor|12th Gen Intel® Core™ i5-12400 (18 MB Cache 6 Cores 12 Threads 2.50 GHz to 4.40 GHz Turbo)
1393|Graphics|Intel® Uhd Graphics 730
1393|RAM|8 GB 1 x 8 GB DDR4 3200 MHz
1393|Disk (storage)|256 GB M.2 PCIE NVME SSD + 1TB HDD
